estrato,area,habitaciones,banos,parqueaderos,antiguedad,tipo_propiedad,tipo_operacion,latitud,longitud,localidad,barrio,precio_venta,precio_arriendo,administracion,closets,gimnasio,ascensor,piscina,conjunto_cerrado,salon_comunal,terraza,vigilancia,100_education,100_healthcare,100_retail_access,100_dining_and_entertainment,100_accommodation,100_parks_and_recreation,100_infrastructure_services,100_cultural_amenities,300_education,300_healthcare,300_retail_access,300_dining_and_entertainment,300_accommodation,300_parks_and_recreation,300_infrastructure_services,300_cultural_amenities,500_education,500_healthcare,500_retail_access,500_dining_and_entertainment,500_accommodation,500_parks_and_recreation,500_infrastructure_services,500_cultural_amenities,1000_education,1000_healthcare,1000_retail_access,1000_dining_and_entertainment,1000_accommodation,1000_parks_and_recreation,1000_infrastructure_services,1000_cultural_amenities,2000_education,2000_healthcare,2000_retail_access,2000_dining_and_entertainment,2000_accommodation,2000_parks_and_recreation,2000_infrastructure_services,2000_cultural_amenities,cadastral,commercial
3,67,3,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.638428609729797,-74.1527894743062,KENNEDY,CIUDAD TECHO II,302900000.0,NaN,220000.0,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,3,0,0,1,0,9,2,0,3,0,0,8,10,50,21,0,7,5,4,41,56,155,83,1,31,39,5,1901366.0,3021030.5
2,51,3,2,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.6215775751711465,-74.19511417447814,BOSA,S.C. LA INDEPENDENCIA,177273836.0,NaN,100000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,4,0,0,1,1,0,16,4,21,6,0,6,4,0,64,20,143,44,0,37,24,1,774741.0,1088209.7272727273
2,46,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.644412554659162,-74.19302505258351,BOSA,S.C. EL CORZO,128878282.0,NaN,57000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,4,0,0,1,2,0,8,1,13,2,0,6,5,0,30,6,37,15,0,17,13,0,1021194.125,1556103.875
2,48,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.534192983740102,-74.11413361362598,USME,S.C. PORVENIR,144000000.0,NaN,78000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,7,0,3,0,0,1,2,0,26,2,16,1,0,17,5,0,479500.3,736476.3
6,70,2,2,2,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.684028003646979,-74.05561198841855,CHAPINERO,S.C. CHICO NORTE III SECTOR,540000000.0,NaN,756000.0,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,12,10,5,4,0,7,1,3,29,15,26,9,2,13,1,9,84,105,129,19,10,64,2,32,231,665,662,52,63,234,10,4195257.333333333,5302408.666666667
2,41,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.6286427063868265,-74.20362539876609,BOSA,NUEVO RECREO,123320404.0,NaN,70000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,1,0,0,4,0,4,3,0,2,0,0,13,2,13,3,0,3,2,0,44,13,64,17,0,21,12,0,0.0,0.0
3,48,1,2,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.608313816763989,-74.08144820696496,LOS MARTIRES,SAN VICTORINO,286700000.0,NaN,200000.0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,7,1,0,0,0,0,4,6,48,11,1,0,2,1,11,31,268,97,9,1,39,6,99,109,760,872,118,37,189,66,1065968.75,1256681.0
3,47,2,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.595785264216776,-74.17213377863463,CIUDAD BOLIVAR,LA ESTANCIA,179400000.0,NaN,120000.0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,9,4,0,2,3,1,7,2,13,7,0,6,9,1,34,14,97,34,0,19,35,2,775530.5714285715,1053293.2857142857
3,46,3,1,0,MAS DE 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.752912113157636,-74.0622976204725,SUBA,PORTALES DEL NORTE URB. SAN PEDRO,228233782.0,NaN,180000.0,,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,6,26,6,0,18,6,0,6,10,47,16,0,29,11,0,22,28,112,61,1,73,23,0,62,61,299,142,2,146,62,0,1577273.25,2291482.0
2,49,2,2,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.630347,-74.1761052,KENNEDY,LAS MARGARITAS,161119968.0,NaN,80000.0,,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,3,31,12,0,0,3,0,7,4,39,17,0,1,4,0,15,13,72,26,0,9,8,0,50,46,178,54,1,29,39,0,1494677.75,2398403.5
2,58,3,2,0,MAS DE 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.644455537846556,-74.16461143180486,KENNEDY,CALANDAIMA - LOS PANTANOS,175143182.0,NaN,80000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,1,2,3,0,1,0,0,16,20,48,13,1,5,9,0,25,33,110,34,1,19,18,0,1097150.1666666667,1604589.0833333333
2,47,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.6157111,-74.18077679999999,BOSA,S.C. GRAN BRITALIA,160000000.0,NaN,108000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,5,0,3,0,0,2,1,0,12,7,38,6,0,9,11,1,54,33,177,54,0,29,44,1,889668.25,1317004.6666666667
2,47,2,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.620631807066451,-74.21241656885468,BOSA,S.C. SAN BERNARDINO XXII,125254500.0,NaN,59000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,4,21,3,0,4,2,0,37,14,114,27,1,53,21,3,0.0,0.0
2,62,2,1,0,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.651289708176394,-74.15244979187172,KENNEDY,S.C. TINTALA,187096698.0,NaN,75000.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,6,3,12,6,0,4,1,0,26,29,104,58,0,19,18,0,1857964.0,3025792.0
4,68,2,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.704949230711482,-74.02625577829356,USAQUEN,SAN,459200000.0,NaN,566000.0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,8,2,0,0,1,0,2,2,16,2,1,0,2,0,7,19,41,17,4,2,11,0,22,55,152,155,14,36,75,2,2308041.2,3093942.6
3,65,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.707816340478762,-74.09575774906662,ENGATIVA,S.C. PARIS GAITAN,234000000.0,NaN,131160.0,,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,3,9,26,12,0,0,7,0,6,16,57,30,0,2,10,0,16,59,213,85,0,4,34,0,57,172,666,288,1,41,104,2,1446135.857142857,2102028.714285714
4,67,3,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.6661248984598,-74.13739322387094,FONTIBON,URB. PRADO GRANDE,335000000.0,NaN,374500.0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,9,3,1,4,2,0,4,10,20,14,7,7,20,0,45,58,215,118,14,29,77,2,1209265.6666666667,1412239.0
2,52,2,1,0,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.679617314955713,-74.17027328702402,FONTIBON,S.C. EL CHARCO (RURAL),147430500.0,NaN,NaN,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,2,0,1,1,0,0,0,8,2,0,1,1,1,6,2,20,7,3,7,12,1,1813922.5,2545982.5
3,72,2,2,1,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.5836366389746,-74.1552297123324,CIUDAD BOLIVAR,S.C. ATLANTA,322632812.0,NaN,NaN,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,2,0,2,1,0,3,3,0,10,1,13,3,0,9,5,0,47,22,144,54,0,31,26,3,958703.0,1168309.6666666667
5,91,2,2,1,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.705842776939182,-74.05731902896638,SUBA,EL BATAN,499950000.0,NaN,291500.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,7,0,1,2,0,1,5,10,13,0,2,4,0,4,30,64,61,0,7,16,0,32,149,475,313,12,48,109,3,3354535.3333333335,4335284.166666667
2,43,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.651838225708955,-74.16917740570511,KENNEDY,TIERRA BUENA RESERVADO II,145603000.0,NaN,80000.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,13,6,0,6,3,0,22,23,66,17,1,15,12,0,1248589.0,1981035.3333333333
3,52,3,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.611830489933991,-74.16009185460145,KENNEDY,LAGOS DE TIMIZA II,195000000.0,NaN,65000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,11,0,1,0,0,4,8,29,19,0,2,3,0,14,18,48,28,0,5,11,1,46,55,209,93,0,20,55,4,1044409.5,1439121.0
4,91,3,2,2,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.7212150584356,-74.0292561555015,USAQUEN,LAS_ACACIAS,457750000.0,NaN,683000.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,8,0,0,6,27,15,0,3,16,0,5,22,86,50,1,12,43,3,30,102,325,181,2,53,116,4,2537086.4285714286,3184766.4285714286
2,39,2,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.561871373631101,-74.11590994177136,RAFAEL URIBE URIBE,LA PROVIDENCIA MEDIA,113836249.0,NaN,NaN,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,6,0,0,1,0,0,17,11,47,9,1,6,9,0,65,48,165,56,2,24,35,3,645625.6,966305.5
3,47,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.755332467724627,-74.08818623703633,SUBA,S.C. TUNA BAJA,191709692.0,NaN,127000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,2,0,6,2,19,2,0,1,4,0,26,7,42,15,0,5,18,0,53,36,141,76,1,21,82,1,997913.6666666666,1464536.5555555555
2,45,2,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.6191624,-74.1812906,BOSA,S.C. EL DANUBIO AZUL,136400000.0,NaN,77000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,1,1,0,0,2,1,0,13,5,30,4,0,8,7,1,58,31,172,47,0,31,39,1,1066790.2142857143,1547859.2857142857
3,72,3,2,1,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.613375534377133,-74.13161160685718,KENNEDY,SANTA ROSA DEL CARVAJAL,401100000.0,NaN,365000.0,,0,0,0,1,0,0,0,0,1,4,3,0,1,2,0,0,2,12,12,0,2,2,0,0,11,37,43,1,3,8,0,9,31,143,132,4,10,32,0,69,139,555,344,5,31,95,2,1645411.5,2419806.25
4,100,4,3,2,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.7377617486500565,-74.03440564007461,USAQUEN,VILLAS DEL MEDITERRANEO,365000000.0,NaN,351000.0,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,9,26,17,0,4,8,0,14,58,206,94,0,16,55,0,58,153,551,296,2,57,158,2,1638727.5,2153165.0
2,42,2,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.631986456417543,-74.1696351935806,KENNEDY,DINDALITO I ETAPA,159900000.0,NaN,78880.0,,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,6,2,0,2,3,0,12,23,75,24,1,5,13,0,49,57,198,74,1,31,41,1,2522507.8571428573,3646032.8571428573
3,82,3,2,1,MAS DE 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.729182124425923,-74.11980132205727,ENGATIVA,EL_CORTIJO,373420000.0,NaN,218000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,5,1,0,0,3,18,9,0,11,7,0,23,61,270,120,0,57,54,0,1860611.0,2790345.6666666665
3,52,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.608313816763989,-74.08144820696496,LOS MARTIRES,SAN VICTORINO,313400000.0,NaN,180000.0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,7,1,0,0,0,0,4,6,48,11,1,0,2,1,11,31,268,97,9,1,39,6,99,109,760,872,118,37,189,66,1065968.75,1256681.0
2,46,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.650031179588523,-74.16767435617659,KENNEDY,CALANDAIMA - LOS PANTANOS,129000000.0,NaN,84000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,1,0,4,1,15,6,0,6,3,0,24,31,85,29,1,16,15,0,1337074.3333333333,2111371.3333333335
2,40,2,1,0,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.602694645088682,-74.20201953370311,BOSA,URB. JUPITER,117600000.0,NaN,52000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,17,1,0,2,1,0,12,1,72,16,0,13,6,0,51,26,238,51,2,76,35,1,588414.3333333334,904541.6666666666
3,89,3,2,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.744044963367216,-74.03112375125511,USAQUEN,SANTA TERESA,340601891.0,NaN,300000.0,,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,7,18,2,0,3,4,0,4,18,72,32,0,6,10,0,20,46,174,75,1,18,34,0,56,114,437,202,1,49,125,0,1725287.0,2672409.6666666665
3,51,3,2,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.638677491640039,-74.15654389376262,KENNEDY,MARIA PAZ,165000000.0,NaN,90000.0,,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,4,16,7,0,0,1,0,3,6,22,8,0,2,3,0,14,23,64,21,1,6,8,0,40,56,158,68,1,29,35,5,1027935.2307692308,1272113.076923077
3,78,3,2,1,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.6522283645325,-74.15516201668143,KENNEDY,S.C. TINTALA,318055647.0,NaN,246000.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,2,6,4,0,5,1,0,23,28,92,47,1,21,14,0,1191156.5,1820830.5
2,42,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.6286427063868265,-74.20362539876609,BOSA,NUEVO RECREO,116501679.0,NaN,63000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,1,0,0,4,0,4,3,0,2,0,0,13,2,13,3,0,3,2,0,44,13,64,17,0,21,12,0,0.0,0.0
3,73,3,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.758119905496352,-74.03397656905331,USAQUEN,VILLAS DE ANDALUCIA,300000000.0,NaN,227158.0,,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,1,1,0,0,1,10,1,0,4,2,0,18,12,66,37,0,26,12,0,53,64,369,171,1,75,79,1,1556224.5,2209552.5
4,79,3,3,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.739161185495451,-74.04220176379522,USAQUEN,JARDINES DE ORIENTE,345319214.0,NaN,349000.0,,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,11,21,15,0,0,10,0,5,17,62,30,0,0,23,0,16,50,165,89,0,14,58,0,70,181,631,341,1,102,152,0,2249178.1666666665,3010639.1666666665
3,57,3,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.734573033617531,-74.0878121425446,SUBA,VILLA CATALINA,187714252.0,NaN,116000.0,,0,0,0,1,0,0,0,1,1,8,2,0,1,5,0,6,3,21,5,0,3,9,0,6,12,42,15,0,3,17,0,21,18,72,23,0,7,39,0,57,67,280,131,1,29,104,2,1299945.7142857143,1900232.9285714286
2,39,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.634332699999999,-74.1926821,BOSA,EL ANHELO,123200000.0,NaN,75000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,2,1,9,1,0,4,3,0,19,5,28,7,0,12,8,0,44,15,90,34,0,22,20,0,1143081.4615384615,1777284.7692307692
2,58,3,2,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.597568769991178,-74.16386015729684,BOSA,URB. GECOLSA,236051471.0,NaN,141700.0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,4,2,0,3,2,0,7,1,21,12,0,6,9,0,37,21,130,67,0,21,34,2,1402845.0,1972191.0
4,40,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.758338243638328,-74.05206701964339,SUBA,URB. PLAZA BAVIERA,215000000.0,NaN,170000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,8,0,2,2,0,8,6,42,22,1,5,9,0,28,14,118,61,1,56,28,0,71,74,396,209,1,162,86,0,1332894.0,1554958.6
3,83,3,2,1,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.752804695601266,-74.09746423629434,SUBA,URB. LAS FLORES,332000000.0,NaN,251000.0,,0,0,0,1,0,1,0,0,1,0,3,0,0,2,0,0,2,1,5,0,2,9,0,4,9,45,32,0,6,28,0,16,25,91,65,0,9,47,1,55,49,227,89,0,31,132,1,1280859.6666666667,1947375.6666666667
3,64,3,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.715253585948866,-74.11370087781687,ENGATIVA,BOLIVIA ORIENTAL,247000000.0,NaN,211000.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,0,0,3,0,0,1,6,21,8,0,9,2,0,13,26,148,55,0,35,21,1,45,171,741,301,0,86,101,1,2035977.3333333333,3135174.3333333335
2,62,3,2,0,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.656142445773744,-74.15771960650319,KENNEDY,S.C. OSORIO II - LA MAGDALENA CIUDAD TINTAL,196000000.0,NaN,78000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,1,2,0,0,2,0,0,16,11,34,13,0,18,11,0,0.0,0.0
3,64,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.676314341418661,-74.10224090130123,ENGATIVA,LOS ALMENDROS II,270700000.0,NaN,341600.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,11,4,0,0,1,0,4,8,33,16,0,3,4,0,11,72,249,184,1,11,35,2,47,180,623,390,24,68,121,12,1673171.5714285714,2451299.0
3,40,3,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.684151343733814,-74.15092199818092,FONTIBON,BATAVIA,170000000.0,NaN,115000.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,5,0,0,1,3,0,2,2,13,3,3,2,8,0,14,5,38,9,3,8,17,0,34,22,124,49,15,21,62,4,784313.125,1049122.0
2,42,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.643100346539691,-74.19550552147682,BOSA,S.C. EL CORZO,131533500.0,NaN,79000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,7,1,7,0,0,5,3,0,31,6,37,11,0,16,12,0,983266.5,1481324.75
6,55,1,1,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.682894077760433,-74.04981915138879,CHAPINERO,S.C. CHICO NORTE III SECTOR,371600000.0,NaN,611000.0,,0,0,0,1,0,1,0,0,0,3,3,0,0,1,0,0,6,15,18,1,1,6,0,0,20,33,53,9,2,20,1,10,76,120,203,27,16,92,3,27,216,600,644,55,67,224,12,4285799.166666667,5452833.833333333
3,38,2,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.594012451693298,-74.15872482692802,CIUDAD BOLIVAR,RAFAEL ESCAMILLA,175000000.0,NaN,122000.0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0,3,3,0,2,1,0,8,4,38,22,0,9,8,0,34,31,151,70,0,22,32,2,1375514.5,2096490.0
3,63,4,2,0,ENTRE 10 Y 20 ANOS,CASA,VENTA,4.75273286440861,-74.08537019990547,SUBA,CAMPANELLA,241000000.0,NaN,144300.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,4,0,0,3,3,0,11,2,21,2,0,3,6,0,27,8,43,12,0,5,14,0,51,41,169,86,1,23,93,1,1550533.3333333333,2251080.3333333335
3,50,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.722344019407824,-74.08476111228559,SUBA,URB. BALCON DE SUBA,151042982.0,NaN,94400.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,4,1,4,2,0,0,2,0,13,15,80,33,0,2,13,0,49,90,395,175,1,21,79,1,723644.8333333334,1128615.3333333333
2,31,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.632878170677792,-74.17077879900344,KENNEDY,DINDALITO I ETAPA,124000000.0,NaN,88000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,2,11,1,0,3,2,0,14,23,83,28,1,6,14,0,48,53,196,69,1,31,37,0,1203279.0,1847038.375
3,43,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.5881301554309095,-74.15637424933115,CIUDAD BOLIVAR,S.C. ATLANTA,175700000.0,NaN,98000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,2,2,0,9,1,11,5,0,7,5,0,43,20,149,66,0,32,28,1,1424438.4,2146435.8
3,74,3,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.75698742671752,-74.0269631656838,USAQUEN,SAN ANTONIO NORTE,402800000.0,NaN,NaN,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,8,4,0,1,2,0,1,3,17,7,0,1,3,0,16,8,58,20,0,5,9,1,49,50,241,109,1,56,44,1,2138534.0,2640491.0
4,71,2,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.7186266866849245,-74.03422713130936,USAQUEN,CEDRITOS,314000000.0,NaN,390000.0,,0,0,0,1,0,0,0,0,2,7,4,0,1,3,0,1,6,19,10,0,2,7,1,2,12,36,26,0,4,19,1,8,33,106,83,1,18,50,1,35,115,325,207,9,63,116,4,2524020.0,3340446.75
5,96,3,3,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.700410464787455,-74.05063675858979,USAQUEN,SANTA BARBARA OCCIDENTAL,572933354.0,NaN,783000.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8,22,0,0,8,0,0,8,36,37,1,4,14,0,5,51,153,100,8,10,51,0,27,155,419,298,26,54,126,3,3396439.25,4324511.5
3,62,3,2,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.703014684504439,-74.1079521665447,ENGATIVA,SANTA ROSITA,243767681.0,NaN,NaN,,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3,9,39,18,0,4,7,0,7,22,90,38,0,5,11,0,18,85,288,123,0,24,42,1,75,233,919,406,2,64,138,2,1422562.7142857143,2075962.2857142857
3,46,3,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.576300574441877,-74.13603014422839,TUNJUELITO,TUNAL SECTOR_II,200088143.0,NaN,135000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,18,15,57,19,0,9,6,2,62,84,386,124,1,30,60,7,1638414.1666666667,2573747.8333333335
