estrato,area,habitaciones,banos,parqueaderos,antiguedad,tipo_propiedad,tipo_operacion,latitud,longitud,localidad,barrio,precio_venta,precio_arriendo,administracion,closets,gimnasio,ascensor,piscina,conjunto_cerrado,salon_comunal,terraza,vigilancia,100_education,100_healthcare,100_retail_access,100_dining_and_entertainment,100_accommodation,100_parks_and_recreation,100_infrastructure_services,100_cultural_amenities,300_education,300_healthcare,300_retail_access,300_dining_and_entertainment,300_accommodation,300_parks_and_recreation,300_infrastructure_services,300_cultural_amenities,500_education,500_healthcare,500_retail_access,500_dining_and_entertainment,500_accommodation,500_parks_and_recreation,500_infrastructure_services,500_cultural_amenities,1000_education,1000_healthcare,1000_retail_access,1000_dining_and_entertainment,1000_accommodation,1000_parks_and_recreation,1000_infrastructure_services,1000_cultural_amenities,2000_education,2000_healthcare,2000_retail_access,2000_dining_and_entertainment,2000_accommodation,2000_parks_and_recreation,2000_infrastructure_services,2000_cultural_amenities,cadastral,commercial
2,48,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.473322119209056,-74.12828319259656,USME,CIUDADELA DE USME LA ESPERANZA I ETAPA,100000000.0,NaN,88199.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,1,1,1,0,2,2,0,4,1,1,1,0,3,2,3,461198.6666666667,717305.0
3,77,3,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.751955572738856,-74.09124741218929,SUBA,S.C EL PINO,350000000.0,NaN,286000.0,,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,3,18,2,0,0,2,0,5,4,24,10,0,1,5,0,20,14,59,47,0,10,32,0,55,48,192,89,1,26,120,1,1415390.0,1988373.0
4,60,2,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.722556471579575,-74.13302081367631,ENGATIVA,EL GACO - EL PORVENIR (PREDIO),291000000.0,NaN,258000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,1,5,20,14,0,0,1,0,5,9,27,18,0,1,4,0,24,82,342,155,1,34,46,0,970500.0,1499266.0
3,69,4,3,2,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.739583494748376,-74.036060308324,USAQUEN,BALCONES DE ORIENTE,297180000.0,NaN,290000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,5,7,0,2,5,0,1,16,37,29,0,3,16,0,13,56,216,89,0,17,56,0,60,145,517,265,2,71,147,0,1454247.6666666667,1949582.0
4,63,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.744387686776947,-74.03089788877726,USAQUEN,SANTA TERESA,258400000.0,NaN,300000.0,,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,7,18,2,0,3,4,0,4,18,72,32,0,6,10,0,20,46,174,75,1,18,34,0,56,114,437,202,1,49,125,0,1725287.0,2672409.6666666665
3,63,3,2,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.671548174766649,-74.1322446723645,FONTIBON,CAPELLANIA,254800000.0,NaN,185823.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,12,16,48,23,1,8,16,0,47,59,240,151,20,32,96,2,938967.0,1183508.0
2,71,4,2,0,ENTRE 10 Y 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.642100722639203,-74.15217074101106,KENNEDY,CIUDAD TECHO II,280900000.0,NaN,176000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,3,1,0,5,9,43,20,0,11,4,0,34,53,143,87,1,27,30,4,973208.6666666666,1442743.3333333333
5,105,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.695334255707425,-74.0620952726754,SUBA,S.C. PASADENA,439665000.0,NaN,510000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,2,1,3,5,10,9,0,3,2,1,8,40,79,53,3,8,28,2,35,183,543,339,21,31,137,4,2373154.8,3034342.0
4,41,1,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.7577540350848215,-74.05300754325725,SUBA,URB. PLAZA BAVIERA,227000000.0,NaN,284849.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,7,8,0,2,2,0,8,6,42,22,1,5,9,0,28,14,118,61,1,56,28,0,71,74,396,209,1,162,86,0,1332894.0,1554958.6
3,68,4,3,1,MAS DE 20 ANOS,CASA,VENTA,4.715400019062,-74.087830006186,SUBA,BOSQUES DE SAN JORGE,368000000.0,NaN,326000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,4,0,1,1,0,7,15,55,20,0,4,16,0,56,115,427,173,1,18,77,1,1824008.0,2918690.0
4,55,3,2,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.7500132075230495,-74.08213444789772,SUBA,S.C TUNA ALTA,210000000.0,NaN,133000.0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,13,1,10,2,0,2,1,0,29,5,34,5,1,7,13,0,51,36,148,76,1,28,72,2,1052412.25,1430124.0
5,114,3,3,2,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.7168182482845165,-74.04263164044765,USAQUEN,NUEVO COUNTRY,465810000.0,NaN,40000.0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,2,0,0,5,2,0,3,8,7,4,0,11,6,1,12,36,101,86,1,33,30,2,41,156,522,337,7,61,141,2,2055999.0,2476195.75
3,72,3,2,1,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.6132215,-74.1314053,KENNEDY,SANTA ROSA DEL CARVAJAL,372200000.0,NaN,330000.0,,0,0,0,1,0,0,0,0,1,4,3,0,1,2,0,0,2,12,12,0,2,2,0,0,11,37,43,1,3,8,0,9,31,143,132,4,10,32,0,69,139,555,344,5,31,95,2,1645411.5,2419806.25
6,88,4,2,2,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.699129242362309,-74.03701215684184,USAQUEN,SANTA BARBARA CENTRAL I SECTOR,476000000.0,NaN,457000.0,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,8,5,0,1,3,0,2,5,15,7,0,3,6,0,11,36,117,131,15,13,43,1,28,98,296,254,24,51,112,2,3532941.5,4523861.5
6,143,4,4,2,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.6891608,-74.0415714,USAQUEN,MOLINOS NORTE,675000000.0,NaN,893000.0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,6,0,0,0,0,0,5,17,16,0,1,6,0,4,27,99,81,9,9,48,0,26,156,358,425,46,42,179,7,3444196.4,4291057.8
4,63,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.671548174766649,-74.1322446723645,FONTIBON,CAPELLANIA,300000000.0,NaN,213500.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,12,16,48,23,1,8,16,0,47,59,240,151,20,32,96,2,938967.0,1183508.0
5,66,2,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.715397567395892,-74.03411689621996,USAQUEN,LISBOA_,315000000.0,NaN,300000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,4,4,0,3,8,1,3,14,36,23,0,6,20,1,10,27,74,58,1,20,40,1,30,100,284,179,10,58,116,4,2481074.0,3128468.8
5,207,4,3,2,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.698303189410644,-74.04449042495163,USAQUEN,SANTA BARBARA OCCIDENTAL,1150000000.0,NaN,1433000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,30,14,1,1,11,0,1,6,57,33,3,4,19,0,5,39,180,116,8,9,51,0,33,138,340,318,32,57,142,1,3135730.4285714286,3889639.714285714
4,60,2,2,1,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.721743847775179,-74.13292157194275,ENGATIVA,EL GACO - EL PORVENIR (PREDIO),297000000.0,NaN,258000.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,1,5,20,14,0,0,1,0,7,13,48,21,0,3,6,0,24,84,358,161,1,38,50,0,1281316.0,1850062.0
2,48,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.648824347973569,-74.16736768406957,KENNEDY,CALANDAIMA - LOS PANTANOS,137000000.0,NaN,110000.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,1,0,7,1,15,7,0,6,3,0,24,31,88,30,1,16,15,0,1622557.5,2648915.5
3,45,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.653532111435742,-74.13723455981149,KENNEDY,EL VERGEL,171000000.0,NaN,118800.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,12,14,0,0,1,0,1,2,15,15,0,0,1,0,6,7,28,19,0,2,3,0,19,27,123,86,5,20,51,1,1620179.5625,2279365.9375
2,49,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.474624696326733,-74.12938991728302,USME,CIUDADELA DE USME LA ESPERANZA I ETAPA,108700000.0,NaN,58000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,2,2,0,4,1,1,2,0,3,2,3,871093.3333333334,1391106.6666666667
2,61,3,2,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.626752930126683,-74.20707869733283,BOSA,S.C. SAN BERNARDINO XXII,176623161.0,NaN,59999.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,3,2,0,1,0,0,11,1,9,3,0,3,3,0,37,12,76,20,1,25,14,1,0.0,0.0
2,48,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.475401368589988,-74.12547788498546,USME,CIUDADELA DE USME LA ESPERANZA I ETAPA,111100000.0,NaN,70000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,4,1,1,1,0,3,2,2,4,1,2,1,0,3,2,3,798835.1428571428,1262700.7142857143
2,36,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.6474546,-74.17163529999999,KENNEDY,LOS CONDOMINIOS TIERRA BUENA II,111700000.0,NaN,55000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,2,0,2,0,12,4,0,3,3,0,6,1,13,6,0,5,4,0,28,32,96,32,1,18,21,0,801198.25,1208599.25
4,32,1,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.731732318211763,-74.0223077072459,USAQUEN,BOCACOLINA EL CEDRO,216000000.0,NaN,186666.0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,3,0,3,5,20,9,0,1,5,0,13,32,125,48,0,8,30,2,26,79,309,131,2,33,91,2,1158559.5,1379700.5
2,46,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.473267911875848,-74.12881863021639,USME,CIUDADELA DE USME LA ESPERANZA I ETAPA,103000000.0,NaN,44000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,1,1,1,0,2,2,0,4,1,1,1,0,3,2,3,461198.6666666667,717305.0
4,61,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.609595706462543,-74.10650613834169,PUENTE ARANDA,BOSQUE DE LOS COMUNEROS,346500000.0,NaN,180000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,1,18,5,0,2,3,0,9,24,112,56,0,3,22,0,44,99,514,246,3,36,99,2,1540535.75,2074958.25
3,69,3,2,1,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.614916209234388,-74.08281602668573,LOS MARTIRES,EL LISTON,385000000.0,NaN,386400.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,0,0,0,0,3,3,47,7,0,0,2,0,5,23,144,74,7,4,21,2,89,120,764,779,74,33,221,30,1710230.0,2365679.5
3,51,2,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.750122765885594,-74.11165070958971,SUBA,SAN ANDRES AFIDRO,164000000.0,NaN,84100.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,4,0,17,3,0,0,15,0,13,11,86,12,0,14,33,0,29,36,186,83,0,36,110,1,1020127.6666666666,1427420.4444444445
3,52,2,2,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.651434476744507,-74.16699979173899,KENNEDY,CALANDAIMA - LOS PANTANOS,166500000.0,NaN,106700.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,9,3,0,5,3,0,21,29,86,29,1,16,14,0,559820.0,732453.0
3,64,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.742990978302098,-74.0295312066351,USAQUEN,SANTA TERESA,289000000.0,NaN,375100.0,,0,0,0,1,0,0,0,0,2,5,1,0,0,1,0,2,6,26,7,0,2,4,0,5,20,91,34,0,7,13,0,21,50,186,78,1,21,36,0,53,110,422,194,1,43,120,2,1206708.5,1727876.3
3,25,1,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.637957097894455,-74.0709107452651,TEUSAQUILLO,ALFONSO LOPEZ,185734677.0,NaN,NaN,,0,0,0,1,0,0,0,0,1,6,5,1,0,0,0,2,7,85,43,1,2,5,0,8,37,222,140,7,4,20,1,47,155,567,615,36,12,117,7,140,304,1162,1432,111,52,311,28,1927345.3333333333,2466139.1666666665
2,46,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.6254577,-74.2017743,BOSA,VILLA NUBIA,132500000.0,NaN,67000.0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,2,2,0,3,0,0,3,0,3,2,0,3,1,0,11,3,18,4,0,6,3,0,49,15,105,29,0,28,16,1,652500.0,725000.0
2,41,2,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.480636279332721,-74.12215224463272,USME,VEREDA EL PEDREGAL_LA LIRA,94900000.0,NaN,68600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,2,0,2,9,1,2,1,0,4,4,3,469378.3333333333,765998.3333333334
4,46,3,2,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.635737385994816,-74.12519850071115,KENNEDY,EL CONDADO DE LA PAZ,217914788.0,NaN,130000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,5,1,0,1,1,0,7,11,41,14,0,3,10,1,35,71,362,177,1,21,78,3,1333423.6666666667,1843107.3333333333
4,37,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.613796271969195,-74.10755301977494,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,215000000.0,NaN,141000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,0,1,3,0,3,6,25,17,0,1,6,0,8,25,127,66,0,6,28,0,40,105,532,257,2,31,92,2,1666637.5,2490807.75
3,37,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.591863,-74.10694079999999,ANTONIO NARINO,SANTANDER NORTE,195000000.0,NaN,146500.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,0,0,3,0,6,10,110,23,0,1,7,0,34,29,298,76,0,7,28,0,115,138,695,322,3,43,99,4,1621204.0,1967638.0
3,40,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.75924204390962,-74.10149854781571,SUBA,URB. CAMINO VERDE,203000000.0,NaN,170000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,0,4,2,13,7,0,0,14,0,8,12,49,24,0,3,33,0,33,37,181,78,0,21,89,1,1376134.6666666667,2087172.0
2,45,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.6265,-74.2037927,BOSA,LA PRADERA EL VOLCAN,121210363.0,NaN,56000.0,,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,2,2,0,2,0,0,3,0,3,2,0,3,1,0,11,3,15,4,0,6,3,0,45,14,94,27,0,26,15,1,435000.0,483333.3333333333
2,33,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.533476175376538,-74.11816533362997,USME,CIUDADELA NUEVO MILENIO,132500000.0,NaN,75000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,7,0,3,0,0,3,2,0,25,3,32,3,0,12,5,0,1841840.3333333333,2527649.3333333335
1,47,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.623096267103034,-74.20946227369338,BOSA,S.C. SAN BERNARDINO XXII,131000000.0,NaN,53000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,10,1,5,2,0,4,2,0,39,15,110,26,1,38,18,1,0.0,0.0
4,30,1,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.731732318211763,-74.0223077072459,USAQUEN,BOCACOLINA EL CEDRO,207000000.0,NaN,222000.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,3,0,3,5,20,9,0,1,5,0,13,32,125,48,0,8,30,2,26,79,309,131,2,33,91,2,1158559.5,1379700.5
2,42,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.475050661579936,-74.12653612366437,USME,CIUDADELA DE USME LA ESPERANZA I ETAPA,97200000.0,NaN,59000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,1,1,1,0,3,2,2,4,1,1,1,0,3,2,3,540802.4,833223.8
4,31,1,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.62689962168341,-74.06848564877812,SANTA FE,SAGRADO CORAZON,276500000.0,NaN,145100.0,,0,0,0,1,0,0,0,0,3,2,9,0,1,0,0,11,11,19,66,6,2,23,1,29,41,76,204,16,3,48,5,61,103,313,614,39,20,137,10,116,274,929,1309,98,45,290,35,1742512.5,2070254.5
2,45,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.626614014284647,-74.20366070608215,BOSA,LA PRADERA EL VOLCAN,124400000.0,NaN,50000.0,,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,2,2,0,2,0,0,3,0,3,2,0,3,1,0,11,3,15,4,0,6,3,0,45,14,94,27,0,26,15,1,435000.0,483333.3333333333
3,78,3,2,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.751860282708614,-74.10057547999935,SUBA,URB. LAS FLORES,273400000.0,NaN,166000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,21,13,0,2,12,0,6,7,37,21,0,5,26,0,16,27,90,70,0,9,56,1,47,48,225,87,0,39,133,1,1776852.5,2814467.0
2,42,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.630329504248353,-74.20328714884575,BOSA,CONDOMINIOS DEL RECREO,115000000.0,NaN,73010.0,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,5,0,6,3,0,1,1,0,13,2,14,3,0,3,2,0,42,9,53,15,0,18,10,0,413461.5,615243.25
1,46,2,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.4756653976205145,-74.12623716935182,USME,CIUDADELA DE USME LA ESPERANZA I ETAPA,101800000.0,NaN,45000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,3,2,2,4,1,2,2,0,3,2,3,855587.75,1376725.5
2,47,2,1,0,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.717163,-74.1366635,ENGATIVA,LA FAENA - JABOQUE (FINCA),163400000.0,NaN,125300.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,3,1,1,0,1,0,0,14,22,64,38,0,12,5,0,24,93,406,180,2,33,52,0,988318.8,1453426.1
3,56,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.716121499999999,-74.0888767,SUBA,BOSQUES DE SAN JORGE,263100000.0,NaN,278000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,2,2,10,4,0,1,2,0,10,20,67,32,0,3,19,0,55,107,414,175,1,20,79,1,1545523.0,2507965.3333333335
3,57,3,2,1,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.662499984103,-74.128939972319,FONTIBON,EL TINTAL A.S.D.,271000000.0,NaN,180700.0,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,12,11,0,0,13,0,1,5,26,15,0,5,14,0,13,16,73,42,1,9,19,0,33,61,223,162,12,29,73,3,2909967.8,3768395.0
1,57,3,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.634012045487788,-74.175718376368,KENNEDY,LAS MARGARITAS OCCIDENTAL,162000000.0,NaN,46000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,4,21,7,0,1,1,0,13,7,54,20,0,8,5,0,50,44,174,58,1,32,36,0,1011805.75,1508831.75
2,46,2,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.473267911875848,-74.12881863021639,USME,CIUDADELA DE USME LA ESPERANZA I ETAPA,111930000.0,NaN,45000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,1,1,1,0,2,2,0,4,1,1,1,0,3,2,3,461198.6666666667,717305.0
3,48,2,1,0,ENTRE 5 Y 10 ANOS,APARTAMENTO,VENTA,4.610934548092721,-74.20630170000001,BOSA,URB. LA ESPERANZA,120900000.0,NaN,70000.0,,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,1,0,13,5,0,6,2,0,4,0,25,9,0,7,3,0,14,9,84,22,0,23,9,1,44,18,187,43,1,72,26,1,939188.0,1468410.75
2,49,3,2,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.476517628094369,-74.12517450951587,USME,CIUDADELA DE USME LA ESPERANZA I ETAPA,111000000.0,NaN,67100.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,3,2,2,4,1,2,1,0,3,3,3,799719.3333333334,1284465.3333333333
3,36,2,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.752970528886704,-74.08463478973768,SUBA,CAMPANELLA,155000000.0,NaN,73855.0,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,1,3,0,0,2,4,0,12,1,8,1,0,3,6,0,28,5,33,4,0,6,8,0,49,34,139,77,1,23,78,1,1388737.142857143,2127705.0
2,51,3,1,0,MAS DE 20 ANOS,APARTAMENTO,VENTA,4.713523710080642,-74.13938666535478,ENGATIVA,ENGATIVA - URB. MUISCA,157000000.0,NaN,110000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,0,0,2,0,7,13,29,16,0,6,4,0,10,16,44,21,1,10,4,0,24,77,351,153,2,27,48,1,1228626.0833333333,1842305.75
2,63,4,1,0,MAS DE 20 ANOS,CASA CON CONJUNTO CERRADO,VENTA,4.6437491,-74.16386059999999,KENNEDY,CALANDAIMA - LOS PANTANOS,175000000.0,NaN,83000.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,4,1,2,4,0,3,0,0,17,22,60,17,1,6,10,0,25,34,108,37,1,21,18,0,1184359.0,1685478.0
2,47,3,1,0,ENTRE 10 Y 20 ANOS,APARTAMENTO,VENTA,4.6325409,-74.19871950000001,BOSA,S.C. SAN BERNARDINO XVI,131272551.0,NaN,86500.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,4,1,8,0,0,1,1,0,17,3,21,4,0,6,4,0,44,10,56,18,0,20,16,0,993813.625,1462167.0
3,67,3,2,-2,ENTRE 0 Y 5 ANOS,APARTAMENTO,VENTA,4.589681922027409,-74.11442539813649,ANTONIO NARINO,SANTANDER_,307169231.0,NaN,278000.0,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,3,1,0,6,0,7,1,0,5,2,1,24,12,93,23,0,13,17,1,113,140,676,302,3,46,107,6,1056649.6666666667,1407632.4444444445
